word,Humor
payload,2.63157894736842
nightcap,2.46153846153846
pinkie,3.1
auto,1.8125
hand,2.15384615384615
gymnast,2.30769230769231
blues,2.11111111111111
limber,2.83333333333333
frostbite,2
fling,2.75757575757576
forum,2.33333333333333
ghetto,2.26315789473684
grindstone,2.15789473684211
shrapnel,1.84615384615385
report,1.90625
catch,1.975
aerial,2.5
soot,2.5
use,2
column,2
chlorine,1.85294117647059
spaceship,2.25
tactic,2.38888888888889
imprint,2.02777777777778
open,2.05128205128205
jump,2.32
sell,1.90625
chitchat,2.63414634146341
countdown,1.92857142857143
grease,2.84
deep,2.11764705882353
tourist,2.30555555555556
dome,2.44444444444444
buzzard,3.03125
recess,2.575
hall,2.33333333333333
pulpit,2.94594594594595
bully,1.83783783783784
lighthouse,2.175
bushel,2.39130434782609
girdle,2.84615384615385
settle,1.83870967741935
eyeball,2.28571428571429
stairwell,1.85185185185185
pastor,1.83783783783784
dumb,2.48275862068966
skirt,2.24444444444444
cocoon,3
frisbee,2.97142857142857
workshop,2.075
silk,2.4375
number,1.96551724137931
clay,1.97560975609756
dummy,3.25
access,1.97058823529412
gal,2.38461538461538
freight,2.24390243902439
viceroy,2.28125
malice,2.08571428571429
saint,2.20689655172414
caste,2.2258064516129
crowbar,2.18518518518519
shaman,2.81818181818182
yacht,2.38297872340426
mud,2.6
white,2.08
fever,1.94117647058824
bisque,2.9
chimp,3.30769230769231
crest,2.75
golfer,2.24137931034483
cheer,2.75862068965517
pathway,2
jailer,2.11764705882353
sperm,2.72222222222222
steer,2.0952380952381
loop,2.23684210526316
seer,2.34782608695652
bayou,2.80645161290323
input,2.21875
expense,1.91666666666667
vantage,2.60606060606061
boss,2.2962962962963
hairline,2.16666666666667
buggy,2.94594594594595
loan,2.16216216216216
decree,2
dole,2.42857142857143
prologue,2.11764705882353
methane,2.15384615384615
scampi,2.96428571428571
nectar,2.92592592592593
grate,2.09090909090909
radar,2.23529411764706
plaid,2.57142857142857
roughneck,2.66666666666667
franchise,2.15151515151515
southpaw,2.72727272727273
smoke,2.02941176470588
nitwit,4.05882352941176
chaser,2.47368421052632
foxhole,2.66666666666667
bell,1.75757575757576
reply,2
seed,2.21052631578947
duet,2.47619047619048
newsstand,1.88888888888889
hardwood,2.48484848484848
envy,1.85365853658537
yap,3.65853658536585
sedan,2.10526315789474
orb,2.91304347826087
hip,2.81481481481481
puncture,2.02941176470588
record,2.15789473684211
posture,1.9375
glade,2.23076923076923
bearer,2.46153846153846
law,1.73333333333333
clothing,1.92105263157895
fifteen,1.96551724137931
demand,1.61538461538462
let,2.05263157894737
goldfish,2.32432432432432
deal,2.11111111111111
scuff,2.42105263157895
major,1.78378378378378
consul,2.45945945945946
spirit,1.95652173913043
goulash,3.45238095238095
remorse,1.825
mortgage,2
fizz,3.39285714285714
descent,2.05263157894737
heathen,2.54545454545455
size,2.06976744186047
mortar,1.93548387096774
May,2.11538461538462
shudder,2.02857142857143
winch,2.93333333333333
hertz,2.33333333333333
onion,2.68965517241379
newt,2.94444444444444
midnight,2.325
swindler,2.5
type,2.12903225806452
whisper,2.6
mask,2.34090909090909
monster,2.16216216216216
mayhem,2.74418604651163
tailor,2.38888888888889
mile,2.0625
wing,2.28
realm,2.32352941176471
havoc,2.39024390243902
barium,2.15151515151515
shallows,2.16216216216216
junket,2.59459459459459
disgrace,1.78571428571429
rig,2.52380952380952
juice,2.83333333333333
teacher,2.35714285714286
quirk,3.11111111111111
corn,2.38888888888889
pimple,2.94871794871795
coward,2.06976744186047
monthly,1.82352941176471
okra,2.73333333333333
service,1.87878787878788
track,2.09375
goner,2.64285714285714
gall,2.2962962962963
lesbian,2.33333333333333
fail,2.1875
hostage,1.71052631578947
fore,2.2258064516129
scrotum,3.67741935483871
mush,2.93939393939394
respect,2.15625
gunshot,1.25
great,2.48571428571429
pet,2.21212121212121
nightclub,2.86363636363636
rowboat,2.28205128205128
bleep,2.93181818181818
protest,1.60975609756098
brilliant,2.34146341463415
alias,2.02857142857143
rapport,2.39024390243902
guinea,2.9375
damage,1.57575757575758
postcard,2.40740740740741
madhouse,2.83333333333333
throwback,2.18518518518519
stone,2.08571428571429
pose,2.34615384615385
penis,3.56756756756757
seven,1.95833333333333
load,2.48275862068966
wage,2
train,2.16666666666667
side,2.14285714285714
blend,2.025
plaster,2.41860465116279
chimney,2.28571428571429
blitz,2.93333333333333
fun,3.35555555555556
shop,2.44117647058824
quest,2.89189189189189
prick,3.325
gleam,2.13513513513514
bollocks,3.84210526315789
strings,2.5
cane,2.02941176470588
photon,2.64705882352941
noun,2.2093023255814
merit,2.14634146341463
gateway,1.73684210526316
hen,2.45833333333333
caution,1.9
furnace,1.92307692307692
tickle,3.30232558139535
swordsman,2.2258064516129
snowstorm,2.1875
stumble,2.40740740740741
stockroom,2.02777777777778
tally,2.5609756097561
stool,2.7741935483871
bed,2.2
paper,1.92857142857143
serum,2.75
command,1.64
peanut,2.44444444444444
haven,2.39130434782609
fishing,2
gander,3.5
convict,1.42105263157895
divvy,2.87878787878788
shower,2.04545454545455
shoulder,2.25
tofu,2.47058823529412
backup,2.31034482758621
grunt,2.875
folly,2.71428571428571
info,2.16666666666667
pounding,2.42222222222222
breast,2.97297297297297
chart,2.21428571428571
cabbage,2.96296296296296
flop,3.03125
plankton,2.89285714285714
whimsy,3.8
water,2.14
beloved,2.57894736842105
guise,2.64102564102564
ruff,2.6875
lace,2.45238095238095
nugget,3.28571428571429
tough,2
pact,2.18518518518519
climate,2.20689655172414
wisp,2.5
stray,2.32432432432432
total,2.28205128205128
maestro,2.83783783783784
airline,2.10344827586207
handbag,2.44117647058824
mutter,2.625
salad,2.38235294117647
logic,2.09677419354839
rouge,2.21875
like,2.43181818181818
silence,1.67647058823529
demo,2.58823529411765
tartar,2.66666666666667
rip,2.82758620689655
cushion,2.59375
millstone,2.22222222222222
ginger,3.20588235294118
colic,2
letter,2.31578947368421
nook,2.4375
towel,2.64516129032258
mock,2.83783783783784
statue,2.48387096774194
creeper,2.64516129032258
voyeur,2.58064516129032
future,2.42222222222222
tang,3.17241379310345
painting,2.05128205128205
impulse,2.09677419354839
tunic,2.63157894736842
grit,2.56756756756757
absence,1.64
wife,2.07142857142857
ban,2.17142857142857
bout,2.17142857142857
outage,1.84375
bonnet,2.69444444444444
duchess,2.90243902439024
children,2.05882352941176
mule,2.875
must,2.63636363636364
corsage,2.71794871794872
core,1.78378378378378
buy,2.04761904761905
medic,2.25806451612903
getup,3.22222222222222
story,2.125
smooth,2.45161290322581
intro,2.12903225806452
health,1.68181818181818
zoning,2.22222222222222
fragment,2.37142857142857
floor,1.78125
diction,2.53846153846154
gallon,2.1219512195122
vault,2.5625
bread,2
champion,2
manhood,3.08108108108108
earring,2.33333333333333
golf,2.15909090909091
craftsman,2.16216216216216
amp,2.33333333333333
roof,2.27777777777778
art,2.29032258064516
fairway,2.35
oar,2.32142857142857
bad,1.77142857142857
giver,2.53333333333333
knapsack,2.95121951219512
evens,2.28125
scrub,2.42857142857143
thaw,2
whisk,3.26666666666667
beef,2.55
cheap,2.26315789473684
primate,2.12903225806452
symbol,2.56666666666667
elf,3.39285714285714
glutton,2.70731707317073
squash,2.625
carrot,2.55172413793103
stream,2.18181818181818
pardon,2.1
throes,2.59259259259259
liner,2
lawn,2.19354838709677
defect,2.40625
florist,2.36666666666667
allure,2.57142857142857
single,1.97435897435897
boa,2.4047619047619
salesman,2.21621621621622
routine,2.16279069767442
halter,2.07407407407407
fright,1.90625
thanks,2.425
heart,2.09090909090909
fathead,3.68571428571429
touchdown,2.73076923076923
riff,2.9047619047619
homestead,2.13888888888889
congress,2.41025641025641
server,2.11428571428571
olive,2.46153846153846
copper,2.14285714285714
menthol,2.20689655172414
backer,2.13793103448276
recruit,1.83870967741935
quiver,3.09677419354839
straw,2.30555555555556
rocket,2.6551724137931
crunch,2.85714285714286
receipt,2.14285714285714
exploit,2.23809523809524
villa,2.45
exhaust,2.1304347826087
slug,3.07407407407407
combo,2.26666666666667
smile,2.80769230769231
frontier,2.41176470588235
sod,2.92857142857143
teatime,2.88571428571429
prostate,3.02222222222222
boarding,1.925
aide,2.24137931034483
piston,2.23076923076923
mayor,2.48148148148148
bummer,2.72916666666667
set,2.14285714285714
vinyl,2.5
channel,2.375
repair,2.16129032258065
cousin,2.21212121212121
dainty,2.95555555555556
payday,2.27027027027027
turn,2.20689655172414
rust,2.10526315789474
research,1.86842105263158
whit,2.87096774193548
robot,2.46875
fag,2.2
bench,2.1219512195122
squealer,3.4
myth,2.07692307692308
airship,2.54545454545455
ward,2.17241379310345
purge,2.23809523809524
football,2.44117647058824
mimic,3
housewife,2.53571428571429
cinch,2.83333333333333
freezing,1.96666666666667
neck,2.32352941176471
scoundrel,3.41379310344828
shank,2.57142857142857
horseshoe,2.44736842105263
helium,2.83870967741935
result,2.08571428571429
toy,2.51612903225806
lettuce,2.4375
muff,3.37142857142857
basement,2.44736842105263
hogwash,3.57692307692308
crown,2.08108108108108
dollar,2.61111111111111
woodsman,2.65625
hostess,2.66666666666667
plural,2.06896551724138
police,1.73170731707317
ether,2.7027027027027
pudding,3.02439024390244
hostel,2.375
offence,1.96666666666667
abbey,2.29268292682927
codeine,2.17241379310345
comrade,2.44117647058824
daylight,2.33333333333333
soy,2.44444444444444
clout,2.63333333333333
frosting,2.88372093023256
savings,2.14285714285714
stink,2.45161290322581
pooch,3.68421052631579
buckshot,2.56
recourse,1.97222222222222
smell,2.42105263157895
pest,2.39473684210526
textbook,2.23809523809524
nonsense,2.62162162162162
slant,2.47916666666667
physics,1.85
crotch,3.86206896551724
wont,2.06896551724138
midst,2.23076923076923
fir,2.35714285714286
sinner,2.35714285714286
tie,2.2962962962963
kingdom,2.21875
plateau,2.32142857142857
grotesque,2.15151515151515
combine,2.33333333333333
juggler,3.4
shire,2.34375
whore,3
stub,2.73529411764706
supper,2.32142857142857
lagoon,2.4
headband,2.19444444444444
gut,2
lapel,2.475
bandage,2.09090909090909
dance,2.61290322580645
save,2.18421052631579
shame,1.61290322580645
voice,2.06666666666667
gunpoint,1.38235294117647
shopper,2.43333333333333
limbo,2.83720930232558
dingo,3.68292682926829
creak,2.45454545454545
purse,2.25
plate,2.45714285714286
plaza,2.025
twat,3.74193548387097
revel,2.29032258064516
dodo,3.68571428571429
fair,2.15384615384615
year,1.87096774193548
planter,2.23076923076923
news,1.83333333333333
hole,2.5609756097561
suburb,2.48571428571429
buoy,2.78125
prestige,2.35294117647059
teller,2.03846153846154
dashboard,2.40625
toothbrush,1.96153846153846
ice,2.54545454545455
play,2.67567567567568
gauntlet,2.57575757575758
constant,2.175
outback,2.37931034482759
dimwit,3.38095238095238
rough,2.19354838709677
silver,2.27586206896552
intrigue,2.38235294117647
wolf,1.96774193548387
suspect,1.90625
lair,2.02439024390244
dye,2.12820512820513
answer,2.175
plain,2.3030303030303
bale,2.27777777777778
throne,2.26470588235294
headway,2.58620689655172
shot,2.20689655172414
chariot,2.61538461538462
lass,2.3125
dryer,2.16216216216216
doctrine,2.11428571428571
trade,2.09756097560976
debris,2.14634146341463
flux,2.64285714285714
grandma,2.44444444444444
seaside,2.3125
crayon,2.36111111111111
scotch,2.55813953488372
screen,2.11428571428571
toaster,2.08333333333333
sugar,2.56521739130435
meanie,2.94285714285714
druggist,2.72413793103448
south,2.16666666666667
herb,2.625
liver,2.34375
piano,2.09375
exchange,1.93103448275862
weekend,2.51724137931034
jiggle,3.64516129032258
pig,2.84375
beacon,2.375
glove,2.03030303030303
blunder,3.15789473684211
array,2.31578947368421
hygiene,2.05555555555556
parting,2.06451612903226
chess,2.28205128205128
cuddle,2.64864864864865
process,2.28125
shilling,2.9
sentence,2
workout,2.31818181818182
doer,2.73684210526316
recap,2.18518518518519
lash,2.35294117647059
crib,2.29545454545455
freebie,2.62962962962963
wipe,2.35483870967742
pope,2.28571428571429
bastard,2.86666666666667
punt,3.03448275862069
rap,2.375
coup,2.55555555555556
will,2.04255319148936
herring,2.6
peach,2.22727272727273
darkness,1.87179487179487
noggin,3.85714285714286
swell,2.60714285714286
gourmet,2.21875
lifeboat,2.10810810810811
doornail,2.48571428571429
groundwork,2.38235294117647
tugboat,2.86111111111111
cart,2.19230769230769
ozone,2.175
sublime,2.38235294117647
tribal,2.36111111111111
chuckle,3.68571428571429
rehash,2.15384615384615
ion,2.40740740740741
tipster,3.25
firstborn,2.15789473684211
stack,1.94736842105263
blue,2.19512195121951
doorway,1.97368421052632
tweezers,2.72413793103448
trusty,2.44736842105263
drake,2.3
gunboat,1.96969696969697
coating,2.26190476190476
fame,2.4
tracker,2.11538461538462
mach,2.53125
whiz,3.61290322580645
roundup,2.25
dock,2.17391304347826
scrapbook,2.12121212121212
basis,1.96875
span,2.32352941176471
minion,3.32142857142857
pant,2.21951219512195
urine,2.625
id,2.27777777777778
opal,2.3
gala,2.93548387096774
word,2.09375
payment,1.81818181818182
holler,3.14285714285714
reindeer,3
butter,2.82758620689655
pennant,2.19512195121951
norm,2.08571428571429
bearskin,2.62857142857143
oil,2.65384615384615
friendly,2.5
nuance,2.35714285714286
delight,2.93939393939394
omen,2.11363636363636
mince,2.83333333333333
birch,2.03571428571429
conga,2.96774193548387
hook,2.43137254901961
coon,2.46341463414634
swindle,2.66666666666667
stomach,2.54545454545455
grain,1.9
hairstyle,2.70967741935484
voter,2.06666666666667
troupe,2.56666666666667
tracer,2.18181818181818
turmoil,2.34375
source,2.66666666666667
captive,1.96875
read,2.39393939393939
boob,3.72972972972973
joke,3.63888888888889
shade,2.46666666666667
brawl,2.24324324324324
humbug,3.16129032258065
trousers,2.625
costume,2.4
conk,3.24137931034483
heed,2.10714285714286
death,1.32352941176471
atom,1.94285714285714
see,2.11904761904762
wire,2.275
makeshift,2.12121212121212
passkey,2.11538461538462
touch,2.18918918918919
hate,1.44
misfit,2.3448275862069
ankle,1.95833333333333
five,2.03703703703704
smut,3.4047619047619
brochure,2.38461538461538
guitar,2.02702702702703
loathing,1.65
chug,3.73333333333333
sonnet,2.48484848484848
award,2.39393939393939
office,1.96
warmth,2.43243243243243
heifer,3.55882352941176
kelp,2.5
plank,2.68421052631579
haiku,3.03571428571429
barnyard,2.48484848484848
prefix,2.17073170731707
prophet,2.21875
puppy,2.875
sum,2.3
parent,1.97368421052632
fiddle,3
kidney,2.19047619047619
practice,1.86206896551724
jasmine,1.83333333333333
wail,2.2
advice,2.6
boost,2.76086956521739
cent,2.38235294117647
clink,2.75
gambler,2.08108108108108
checkpoint,2.22222222222222
ground,2.02631578947368
ruffle,2.52631578947368
groan,2.57692307692308
jolt,2.65
pinch,2.75757575757576
stylist,2.58333333333333
ratchet,3.08571428571429
ostrich,3.21212121212121
feature,2.24324324324324
heavy,2.17142857142857
portal,2.58823529411765
rumble,2.65853658536585
gab,3.09677419354839
cove,2.11538461538462
mouthpiece,2.64516129032258
worthy,2.18181818181818
apple,2.33333333333333
take,2
beep,2.61538461538462
tab,2.03225806451613
tot,2.76
slogan,2.34090909090909
picnic,2.22916666666667
titan,2.46875
billboard,2.31707317073171
nightstick,2.57142857142857
toilet,3.03846153846154
sweetness,2.11428571428571
gum,2.4
cancer,1.45714285714286
tour,2.16666666666667
taint,2.87878787878788
robber,1.76666666666667
huntress,2.24324324324324
dude,3.46666666666667
veneer,2.07142857142857
flash,2.64864864864865
litter,2.08571428571429
gland,2.51612903225806
try,2.05
trout,2.7
wine,2.6875
stoop,2.67647058823529
bullshit,3.60714285714286
spy,2.15384615384615
bath,2.39393939393939
missy,3.02941176470588
serpent,2.08108108108108
sheriff,2.30769230769231
butt,3.48484848484848
mime,3
hooky,3.41379310344828
think,2.14285714285714
holster,2.1
tea,2.12820512820513
squaw,2.92857142857143
faithful,2.22222222222222
mesh,2.17241379310345
moisture,2.59459459459459
tadpole,2.63333333333333
block,2.15384615384615
gram,2.2972972972973
snug,2.5
mousetrap,2.05555555555556
dinner,2.24324324324324
math,2.02631578947368
wart,2.37037037037037
quintet,2.96666666666667
spare,2.26190476190476
cord,1.92307692307692
peanuts,2.675
grab,2.29411764705882
swimmer,2.08823529411765
dark,2.40909090909091
cut,2.06060606060606
sculpture,2.16666666666667
schoolboy,2.89189189189189
crevice,2.75862068965517
error,2.175
buddy,3.34782608695652
maiden,2.44117647058824
sermon,1.9047619047619
eyes,2.33333333333333
cricket,2.47058823529412
belay,2.19354838709677
temp,2.11764705882353
bondage,2.45161290322581
wreck,2.16129032258065
cashier,2.02777777777778
heap,2.89285714285714
snip,2.11428571428571
priestess,2.57142857142857
nuisance,2.375
swab,2.65853658536585
nutcase,3.76923076923077
pang,2.67741935483871
ducky,3.65789473684211
pantheon,2.39285714285714
bang,2.84375
grotto,2.53488372093023
target,1.96875
tights,2.89189189189189
flank,2.92
belt,2.22727272727273
blockade,2.0625
infant,2.26666666666667
flaw,2.22857142857143
cosmos,2.60606060606061
schoolhouse,2.28571428571429
training,1.88
ore,2.14285714285714
boathouse,2.18518518518519
scorpion,1.86111111111111
fender,1.79411764705882
bugger,3.3448275862069
hallmark,2.24324324324324
bust,2.90625
proceeds,2.13333333333333
find,2.20588235294118
liqueur,2.57894736842105
vagrant,2.63333333333333
wimpy,2.84
gasket,2.4
muddle,3.21621621621622
fennel,2.55555555555556
luck,2.7741935483871
landlord,2.07142857142857
swag,3.10810810810811
school,2.04
venom,2.23684210526316
pore,2.10526315789474
witch,2.63265306122449
cheesecake,3.1875
pantry,2.09375
kid,2.78125
grub,2.875
landing,2.15151515151515
eighty,1.96551724137931
bargain,2.13888888888889
actor,2.43478260869565
hearth,2.23529411764706
judge,2.07142857142857
showroom,1.96875
temple,2.20689655172414
tail,2.18918918918919
credence,2.5
proof,1.92
trendy,2.35
dandruff,2.68292682926829
subject,1.79411764705882
flannel,2.7
romp,3.10344827586207
possum,2.78787878787879
healer,2.24137931034483
trio,2.59183673469388
mama,2.84615384615385
rein,2.47826086956522
tug,2.78378378378378
stance,2.22
rabble,3.15789473684211
fatigue,1.93548387096774
flooring,1.90322580645161
femur,2.43181818181818
dig,1.9
wedlock,2.31818181818182
distrust,1.36842105263158
sweet,2.6875
grave,1.6
jerk,2.85714285714286
balm,2.5
fossil,2.40625
ginseng,2.03846153846154
heck,2.62162162162162
curd,2.83333333333333
mystique,2.81578947368421
kidder,3.13333333333333
invite,2.16666666666667
partridge,2.65217391304348
illness,1.87096774193548
smoothie,2.64102564102564
corner,2
lane,2.19354838709677
briefing,2.11111111111111
rustle,2.41176470588235
slump,2.52
vitals,1.91666666666667
tread,1.77777777777778
pagan,2.34210526315789
vet,2.10526315789474
homework,2
lap,2.70967741935484
fund,2.18181818181818
signal,2.09375
keeper,2.04761904761905
psychic,2.3448275862069
mystic,2.67391304347826
forge,2.16129032258065
riddle,2.96969696969697
drugstore,2.11764705882353
kernel,2.35135135135135
leisure,2.61904761904762
nightie,3.36363636363636
claw,2.08571428571429
birth,2.23684210526316
visor,2.13333333333333
swank,3.36111111111111
houseboat,2.18421052631579
pervert,2.83333333333333
halfback,2.25
creep,2.35294117647059
soccer,2.41666666666667
dab,3
cross,1.88571428571429
dame,2.54347826086957
ransom,1.89189189189189
stare,2.06896551724138
pouch,2.66666666666667
sway,2.08333333333333
banquet,2.33333333333333
jackal,2.7741935483871
brace,2
magpie,3.06666666666667
sunroof,2.35483870967742
blouse,2.13793103448276
lithium,2.33333333333333
chatter,2.75675675675676
yen,2.32432432432432
closeness,2.24242424242424
pauper,2.6
profile,2.09090909090909
abscess,1.59375
scope,2.25581395348837
feedback,1.96969696969697
nomad,2.76470588235294
flourish,2.48387096774194
chapel,2.13888888888889
gizzard,3.05882352941176
bleach,1.92857142857143
skip,2.6
barmaid,2.92307692307692
rebel,2.2962962962963
trifle,2.85714285714286
midday,1.9375
groupie,3.0952380952381
worm,2.4
showgirl,2.8
plunder,2.63333333333333
ape,2.71428571428571
worker,2
soundtrack,2.36734693877551
carton,2.60526315789474
snowfall,2.71428571428571
prelim,2.05555555555556
dandy,3.5
dislike,1.46428571428571
graphics,2.24242424242424
drummer,2.36363636363636
clipper,1.96153846153846
shimmer,2.35897435897436
echo,2.76666666666667
public,2.25
paste,2.12903225806452
local,2.23333333333333
perfume,2.40625
cortex,2.52272727272727
snore,2.96296296296296
entry,2.19354838709677
nation,2.23684210526316
west,2.15625
wheelchair,1.59459459459459
pliers,2.35294117647059
builder,2.33333333333333
nexus,2.4047619047619
arsenic,1.55102040816327
career,2
kindness,2.09090909090909
outing,2.10526315789474
brawn,2.46666666666667
cripple,1.93939393939394
clubhouse,2.07142857142857
staff,2.23529411764706
collage,2.10810810810811
reef,2.45161290322581
gentry,2.33333333333333
tart,3.06818181818182
oath,2.12121212121212
kiss,2.66666666666667
eater,2.41176470588235
grievance,1.55813953488372
headset,2.12903225806452
fluid,2.23809523809524
hut,2.27083333333333
insect,2.23333333333333
semi,2.52941176470588
fountain,1.90909090909091
grip,2.09756097560976
shiver,2.88888888888889
disguise,2.44444444444444
garter,2.60714285714286
darn,3.10344827586207
puck,2.66666666666667
vehicle,2.225
pillar,2.26470588235294
habit,2.13513513513514
jabber,3.64516129032258
genie,2.80769230769231
jailbird,3.15384615384615
leg,2.38461538461538
lotto,2.82758620689655
stallion,2.59259259259259
part,1.87096774193548
priest,2.4
smack,3.11764705882353
regime,2.21951219512195
keep,2.14705882352941
brunch,2.475
surface,2.39285714285714
shortness,2.30232558139535
kill,1.42857142857143
smear,2.79487179487179
series,2.5
gnome,3.22222222222222
courier,2.36
exile,1.86486486486486
jib,3.24
chalet,2.86206896551724
psycho,2.94285714285714
plunge,3
small,1.76923076923077
pack,2.34375
ticket,2.14285714285714
rattle,2.57575757575758
earl,2.64285714285714
clip,2.15
bomber,1.90625
softener,2.64516129032258
cleanser,2.35
bypass,2.03225806451613
mirage,2.31034482758621
coma,1.63636363636364
change,2.32352941176471
focus,2.35294117647059
prop,2.225
chipmunk,3.23076923076923
crypt,2.32352941176471
shield,2.14285714285714
duty,2.51428571428571
sleeve,1.97435897435897
chef,2.125
viewer,1.81481481481481
gardening,1.93939393939394
fuel,2.26086956521739
wallop,3.66666666666667
peer,2.375
movie,2.68085106382979
ooze,3.23333333333333
triumph,2.45454545454545
anus,3.51428571428571
stockpile,1.90322580645161
discharge,2.8
stamp,2.48571428571429
nap,2.5
check,2
stateroom,1.91666666666667
toot,3.77777777777778
milk,2.23076923076923
relapse,2.28125
saffron,2.62162162162162
quote,2.34210526315789
fig,2.4
joint,2.84
method,2.33333333333333
gag,2.90625
farming,2.31707317073171
pestle,3.11111111111111
puss,3.3
vermouth,2.72727272727273
cool,2.46428571428571
kingpin,3.16666666666667
goggles,2.97435897435897
purpose,1.97619047619048
fall,1.97297297297297
bloodstream,2.1304347826087
swoop,2.675
kebab,3.21428571428571
picture,1.91176470588235
sprite,2.79411764705882
stigma,2.13333333333333
turbine,2.13793103448276
dunce,3.37931034482759
storeroom,2.08333333333333
brim,2.24242424242424
scoreboard,2.28125
pier,2.35483870967742
moron,3.175
libel,1.82142857142857
square,2.27272727272727
discard,2.11111111111111
haste,2.11111111111111
fleabag,3
pants,1.96
asthma,1.54838709677419
coolant,2.42307692307692
fairness,2.03571428571429
boat,2.53658536585366
wildcat,2.17142857142857
dud,3.12121212121212
quarry,2.54761904761905
hurt,1.51111111111111
dinghy,3.53191489361702
fleet,2.25
debate,2.05405405405405
gist,2.96551724137931
slob,2.56666666666667
puddle,2.73913043478261
duffel,2.1875
bedding,2.1304347826087
feeling,2.19512195121951
paisley,2.59375
pear,2.13157894736842
tweed,2.86486486486486
lid,2.26666666666667
pigskin,2.70967741935484
bowler,2.69444444444444
boom,2.82926829268293
washer,2.04651162790698
hijack,1.9375
mix,2.15625
blast,2.375
softness,2.22857142857143
log,2.23076923076923
tomcat,2.8125
mister,2.55555555555556
ark,2.66666666666667
sheath,2.70588235294118
termite,1.93103448275862
toothpick,2.5
progress,2.16666666666667
bathe,2.23333333333333
extreme,2.22222222222222
sunshine,2.06451612903226
daring,2.03571428571429
hunchback,3
outlook,2.08333333333333
dreamland,2.71428571428571
liar,1.73333333333333
query,2.3
kids,2.06666666666667
prowl,2.91428571428571
scene,2.125
trunk,2.29032258064516
release,2.25
thriller,2.40909090909091
mink,2.64864864864865
welfare,2.15625
fuchsia,2.73333333333333
scalp,1.93939393939394
hoodlum,3
burp,3.26470588235294
speck,2.70967741935484
